구분,날짜,날짜 근거,장르,제목,지은이,글자 수,원문 링크,본문 파일
시계열,1938-01-01,발표 연도,수필,과도의 예우,홍난파,301,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B3%BC%EB%8F%84%EC%9D%98_%EC%98%88%EC%9A%B0,본문/수필/홍난파 - 과도의 예우 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,관극료 6만 달러,홍난파,436,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B4%80%EA%B7%B9%EB%A3%8C_6%EB%A7%8C_%EB%8B%AC%EB%9F%AC,본문/수필/홍난파 - 관극료 6만 달러 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,관대한 찬사,홍난파,242,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B4%80%EB%8C%80%ED%95%9C_%EC%B0%AC%EC%82%AC,본문/수필/홍난파 - 관대한 찬사 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,교정,노천명,204,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EA%B5%90%EC%A0%95,본문/시/노천명 - 교정 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,구두시험,홍난파,98,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B5%AC%EB%91%90%EC%8B%9C%ED%97%98,본문/수필/홍난파 - 구두시험 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,구름같이,노천명,186,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EA%B5%AC%EB%A6%84%EA%B0%99%EC%9D%B4,본문/시/노천명 - 구름같이 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,구름은 나의 종복(從僕)이다,임화,1051,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EA%B5%AC%EB%A6%84%EC%9D%80_%EB%82%98%EC%9D%98_%EC%A2%85%EB%B3%B5%EC%9D%B4%EB%8B%A4,본문/시/임화 - 구름은 나의 종복(從僕)이다 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,구미의 저명한 실내악단,홍난파,757,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B5%AC%EB%AF%B8%EC%9D%98_%EC%A0%80%EB%AA%85%ED%95%9C_%EC%8B%A4%EB%82%B4%EC%95%85%EB%8B%A8,본문/수필/홍난파 - 구미의 저명한 실내악단 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,구원된 명기,홍난파,536,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B5%AC%EC%9B%90%EB%90%9C_%EB%AA%85%EA%B8%B0,본문/수필/홍난파 - 구원된 명기 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,국경(​國境)의 밤,노천명,108,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EA%B5%AD%EA%B2%BD%EC%9D%98_%EB%B0%A4,본문/시/노천명 - 국경(​國境)의 밤 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,국화제,노천명,336,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EA%B5%AD%ED%99%94%EC%A0%9C,본문/시/노천명 - 국화제 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,귀뚜라미,노천명,89,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EA%B7%80%EB%9A%9C%EB%9D%BC%EB%AF%B8,본문/시/노천명 - 귀뚜라미 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,그 心理的[심리적] 基礎[기초],최남선,1165,https://ko.wikisource.org/wiki/%EA%B7%B8_%EC%8B%AC%EB%A6%AC%EC%A0%81_%EA%B8%B0%EC%B4%88,본문/수필/최남선 - 그 心理的[심리적] 基礎[기초] (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,극장에서 천당으로,홍난파,619,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B7%B9%EC%9E%A5%EC%97%90%EC%84%9C_%EC%B2%9C%EB%8B%B9%EC%9C%BC%EB%A1%9C,본문/수필/홍난파 - 극장에서 천당으로 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,극장으로,홍난파,755,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B7%B9%EC%9E%A5%EC%9C%BC%EB%A1%9C,본문/수필/홍난파 - 극장으로 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,기막힌 이야기,홍난파,214,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B8%B0%EB%A7%89%ED%9E%8C_%EC%9D%B4%EC%95%BC%EA%B8%B0,본문/수필/홍난파 - 기막힌 이야기 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,기막힌 절평,홍난파,185,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EA%B8%B0%EB%A7%89%ED%9E%8C_%EC%A0%88%ED%8F%89,본문/수필/홍난파 - 기막힌 절평 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,단편소설,깨어진 물동이,김동인,13615,https://ko.wikisource.org/wiki/%EB%8F%99%EC%9D%B8%EC%82%AC%EB%8B%B4%EC%A7%91_3/%EA%B9%A8%EC%96%B4%EC%A7%84_%EB%AC%BC%EB%8F%99%EC%9D%B4,본문/단편소설/김동인 - 깨어진 물동이 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,나는 못 믿겠노라,임화,2104,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%82%98%EB%8A%94_%EB%AA%BB_%EB%AF%BF%EA%B2%A0%EB%85%B8%EB%9D%BC,본문/시/임화 - 나는 못 믿겠노라 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,나비부인,홍난파,1060,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%82%98%EB%B9%84%EB%B6%80%EC%9D%B8,본문/수필/홍난파 - 나비부인 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,날아갔습니다,홍난파,274,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%82%A0%EC%95%84%EA%B0%94%EC%8A%B5%EB%8B%88%EB%8B%A4,본문/수필/홍난파 - 날아갔습니다 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,낮,임화,1129,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%82%AE,본문/시/임화 - 낮 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,낯선 거리,노천명,118,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%82%AF%EC%84%A0_%EA%B1%B0%EB%A6%AC,본문/시/노천명 - 낯선 거리 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,내 노래를,홍난파,210,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%82%B4_%EB%85%B8%EB%9E%98%EB%A5%BC,본문/수필/홍난파 - 내 노래를 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,내 청춘(靑春)에 바치노라,임화,412,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%82%B4_%EC%B2%AD%EC%B6%98%EC%97%90_%EB%B0%94%EC%B9%98%EB%85%B8%EB%9D%BC,본문/시/임화 - 내 청춘(靑春)에 바치노라 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,너 하나 때문에,임화,253,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%84%88_%ED%95%98%EB%82%98_%EB%95%8C%EB%AC%B8%EC%97%90,본문/시/임화 - 너 하나 때문에 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,너무 소인수,홍난파,162,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%84%88%EB%AC%B4_%EC%86%8C%EC%9D%B8%EC%88%98,본문/수필/홍난파 - 너무 소인수 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,네거리의 순이,임화,890,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%84%A4%EA%B1%B0%EB%A6%AC%EC%9D%98_%EC%88%9C%EC%9D%B4,본문/시/임화 - 네거리의 순이 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,네닢 크로버,노천명,220,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%84%A4%EC%9E%8E_%ED%81%AC%EB%A1%9C%EB%B2%84,본문/시/노천명 - 네닢 크로버 (1938-01-01).txt
시계열,1938-01-01,발표 연도,기타,노래를 불러주오,홍난파,102,https://ko.wikisource.org/wiki/%EB%85%B8%EB%9E%98%EB%A5%BC_%EB%B6%88%EB%9F%AC%EC%A3%BC%EC%98%A4,본문/기타/홍난파 - 노래를 불러주오 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,단편소설,눈 오는 대궐,김동인,7345,https://ko.wikisource.org/wiki/%EB%8F%99%EC%9D%B8%EC%82%AC%EB%8B%B4%EC%A7%91_1/%EB%88%88_%EC%98%A4%EB%8A%94_%EB%8C%80%EA%B6%90,본문/단편소설/김동인 - 눈 오는 대궐 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,눈물의 해협,임화,1154,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%88%88%EB%AC%BC%EC%9D%98_%ED%95%B4%ED%98%91,본문/시/임화 - 눈물의 해협 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,다시 네거리에서,임화,1021,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%8B%A4%EC%8B%9C_%EB%84%A4%EA%B1%B0%EB%A6%AC%EC%97%90%EC%84%9C,본문/시/임화 - 다시 네거리에서 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,다시 인젠 천공(天空)에 성좌(星座)가 있을 필요(必要)가 없다,임화,770,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%8B%A4%EC%8B%9C_%EC%9D%B8%EC%A0%A0_%EC%B2%9C%EA%B3%B5%EC%97%90_%EC%84%B1%EC%A2%8C%EA%B0%80_%EC%9E%88%EC%9D%84_%ED%95%84%EC%9A%94%EA%B0%80_%EC%97%86%EB%8B%A4,본문/시/임화 - 다시 인젠 천공(天空)에 성좌(星座)가 있을 필요(必要)가 없다 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,단상,노천명,188,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%8B%A8%EC%83%81,본문/시/노천명 - 단상 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,대가라고,홍난파,225,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%8C%80%EA%B0%80%EB%9D%BC%EA%B3%A0,본문/수필/홍난파 - 대가라고 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,대신의 증명,홍난파,403,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%8C%80%EC%8B%A0%EC%9D%98_%EC%A6%9D%EB%AA%85,본문/수필/홍난파 - 대신의 증명 (1938-01-01).txt
시계열,1938-01-01,저자 문서 발표 연도,단편소설,대탕지 아주머니,김동인,11595,https://ko.wikisource.org/wiki/%EB%8C%80%ED%83%95%EC%A7%80_%EC%95%84%EC%A3%BC%EB%A8%B8%EB%8B%88,본문/단편소설/김동인 - 대탕지 아주머니 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,돈견으로 상쟁,홍난파,354,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%8F%88%EA%B2%AC%EC%9C%BC%EB%A1%9C_%EC%83%81%EC%9F%81,본문/수필/홍난파 - 돈견으로 상쟁 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,돌아오는 길,노천명,156,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%8F%8C%EC%95%84%EC%98%A4%EB%8A%94_%EA%B8%B8,본문/시/노천명 - 돌아오는 길 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,동경,노천명,139,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%8F%99%EA%B2%BD,본문/시/노천명 - 동경 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,동전이 없습니다,홍난파,448,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%8F%99%EC%A0%84%EC%9D%B4_%EC%97%86%EC%8A%B5%EB%8B%88%EB%8B%A4,본문/수필/홍난파 - 동전이 없습니다 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,들,임화,442,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%93%A4,본문/시/임화 - 들 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,마스카니의 제자,홍난파,853,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%A7%88%EC%8A%A4%EC%B9%B4%EB%8B%88%EC%9D%98_%EC%A0%9C%EC%9E%90,본문/수필/홍난파 - 마스카니의 제자 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,마왕의 작곡,홍난파,442,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%A7%88%EC%99%95%EC%9D%98_%EC%9E%91%EA%B3%A1,본문/수필/홍난파 - 마왕의 작곡 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,만가,노천명,146,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%A7%8C%EA%B0%80,본문/시/노천명 - 만가 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,만월대,노천명,134,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%A7%8C%EC%9B%94%EB%8C%80,본문/시/노천명 - 만월대 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,말 않고 그저 가려오,노천명,268,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%A7%90_%EC%95%8A%EA%B3%A0_%EA%B7%B8%EC%A0%80_%EA%B0%80%EB%A0%A4%EC%98%A4,본문/시/노천명 - 말 않고 그저 가려오 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,말보다 실행,홍난파,251,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%A7%90%EB%B3%B4%EB%8B%A4_%EC%8B%A4%ED%96%89,본문/수필/홍난파 - 말보다 실행 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,맥진,노천명,210,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%A7%A5%EC%A7%84,본문/시/노천명 - 맥진 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,모멸(侮蔑)의 서,이활,3272,https://ko.wikisource.org/wiki/%EB%AA%A8%EB%A9%B8%EC%9D%98_%EC%84%9C,본문/수필/이활 - 모멸(侮蔑)의 서 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,모차르트의 실연,홍난파,174,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%AA%A8%EC%B0%A8%EB%A5%B4%ED%8A%B8%EC%9D%98_%EC%8B%A4%EC%97%B0,본문/수필/홍난파 - 모차르트의 실연 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,묘모의 흉식,홍난파,1396,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%AC%98%EB%AA%A8%EC%9D%98_%ED%9D%89%EC%8B%9D,본문/수필/홍난파 - 묘모의 흉식 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,문지기와의 대화,홍난파,267,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%AC%B8%EC%A7%80%EA%B8%B0%EC%99%80%EC%9D%98_%EB%8C%80%ED%99%94,본문/수필/홍난파 - 문지기와의 대화 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,문호 시성의 음악관,홍난파,749,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%AC%B8%ED%98%B8_%EC%8B%9C%EC%84%B1%EC%9D%98_%EC%9D%8C%EC%95%85%EA%B4%80,본문/수필/홍난파 - 문호 시성의 음악관 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,바그너와 13의 수,홍난파,532,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%B0%94%EA%B7%B8%EB%84%88%EC%99%80_13%EC%9D%98_%EC%88%98,본문/수필/홍난파 - 바그너와 13의 수 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,바다에의 향수,노천명,198,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%B0%94%EB%8B%A4%EC%97%90%EC%9D%98_%ED%96%A5%EC%88%98,본문/시/노천명 - 바다에의 향수 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,바다의 찬가,임화,249,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%B0%94%EB%8B%A4%EC%9D%98_%EC%B0%AC%EA%B0%80,본문/시/임화 - 바다의 찬가 (1938-01-01).txt
시계열,1938-01-01,발표 연도,장편소설,박명,한용운,276373,https://ko.wikisource.org/wiki/%EB%B0%95%EB%AA%85,본문/장편소설/한용운 - 박명 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,박쥐,노천명,223,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%B0%95%EC%A5%90,본문/시/노천명 - 박쥐 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,반려,노천명,80,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%B0%98%EB%A0%A4,본문/시/노천명 - 반려 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,밤 갑판(甲板) 위,임화,575,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%B0%A4_%EA%B0%91%ED%8C%90_%EC%9C%84,본문/시/임화 - 밤 갑판(甲板) 위 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,밤의 찬미,노천명,172,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%B0%A4%EC%9D%98_%EC%B0%AC%EB%AF%B8,본문/시/노천명 - 밤의 찬미 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,밤차,노천명,126,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%B0%A4%EC%B0%A8,본문/시/노천명 - 밤차 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,방송료 5만원,홍난파,198,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%B0%A9%EC%86%A1%EB%A3%8C_5%EB%A7%8C%EC%9B%90,본문/수필/홍난파 - 방송료 5만원 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,벌레,임화,479,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EB%B2%8C%EB%A0%88,본문/시/임화 - 벌레 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,벨리니의 비련,홍난파,1705,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%B2%A8%EB%A6%AC%EB%8B%88%EC%9D%98_%EB%B9%84%EB%A0%A8,본문/수필/홍난파 - 벨리니의 비련 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,보리,노천명,127,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%B3%B4%EB%A6%AC,본문/시/노천명 - 보리 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,복수의 술잔,홍난파,1171,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%B3%B5%EC%88%98%EC%9D%98_%EC%88%A0%EC%9E%94,본문/수필/홍난파 - 복수의 술잔 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,본직은 문지기,홍난파,315,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%B3%B8%EC%A7%81%EC%9D%80_%EB%AC%B8%EC%A7%80%EA%B8%B0,본문/수필/홍난파 - 본직은 문지기 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,분이,노천명,290,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EB%B6%84%EC%9D%B4,본문/시/노천명 - 분이 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,불가능의 사람,홍난파,921,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%B6%88%EA%B0%80%EB%8A%A5%EC%9D%98_%EC%82%AC%EB%9E%8C,본문/수필/홍난파 - 불가능의 사람 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,불행한 예언,홍난파,254,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EB%B6%88%ED%96%89%ED%95%9C_%EC%98%88%EC%96%B8,본문/수필/홍난파 - 불행한 예언 (1938-01-01).txt
시계열,1938-01-01,발표 월,기타,붉은 시름,홍사용,286,https://ko.wikisource.org/wiki/%EB%B6%89%EC%9D%80_%EC%8B%9C%EB%A6%84,본문/기타/홍사용 - 붉은 시름 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,사교와 음악,홍난파,1136,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EC%82%AC%EA%B5%90%EC%99%80_%EC%9D%8C%EC%95%85,본문/수필/홍난파 - 사교와 음악 (1938-01-01).txt
시계열,1938-01-01,발표 연도,노래,사랑 주고 병 샀소,박향림,145,https://ko.wikisource.org/wiki/%EC%82%AC%EB%9E%91_%EC%A3%BC%EA%B3%A0_%EB%B3%91_%EC%83%80%EC%86%8C,본문/노래/박향림 - 사랑 주고 병 샀소 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,사슴,노천명,95,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EC%82%AC%EC%8A%B4,본문/시/노천명 - 사슴 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,사월(四月)의 노래,노천명,181,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EC%82%AC%EC%9B%94%EC%9D%98_%EB%85%B8%EB%9E%98,본문/시/노천명 - 사월(四月)의 노래 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,상륙,임화,891,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EC%83%81%EB%A5%99,본문/시/임화 - 상륙 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,상장,노천명,69,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EC%83%81%EC%9E%A5,본문/시/노천명 - 상장 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,새 옷을 갈아입으며,임화,289,https://ko.wikisource.org/wiki/%ED%98%84%ED%95%B4%ED%83%84/%EC%83%88_%EC%98%B7%EC%9D%84_%EA%B0%88%EC%95%84_%EC%9E%85%EC%9C%BC%EB%A9%B0,본문/시/임화 - 새 옷을 갈아입으며 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,생가,노천명,195,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EC%83%9D%EA%B0%80,본문/시/노천명 - 생가 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,생명보다 돈,홍난파,228,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EC%83%9D%EB%AA%85%EB%B3%B4%EB%8B%A4_%EB%8F%88,본문/수필/홍난파 - 생명보다 돈 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,생색 없는 수고,홍난파,419,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EC%83%9D%EC%83%89_%EC%97%86%EB%8A%94_%EC%88%98%EA%B3%A0,본문/수필/홍난파 - 생색 없는 수고 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,단편소설,석우로(昔于老)의 처,김동인,8413,https://ko.wikisource.org/wiki/%EB%8F%99%EC%9D%B8%EC%82%AC%EB%8B%B4%EC%A7%91_1/%EC%84%9D%EC%9A%B0%EB%A1%9C%EC%9D%98_%EC%B2%98,본문/단편소설/김동인 - 석우로(昔于老)의 처 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,선하심 후하심,홍난파,267,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EC%84%A0%ED%95%98%EC%8B%AC_%ED%9B%84%ED%95%98%EC%8B%AC,본문/수필/홍난파 - 선하심 후하심 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,성묘,노천명,143,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EC%84%B1%EB%AC%98,본문/시/노천명 - 성묘 (1938-01-01).txt
시계열,1938-01-01,수록 문집 간행 연도,시,성지,노천명,210,https://ko.wikisource.org/wiki/%EC%82%B0%ED%98%B8%EB%A6%BC/%EC%84%B1%EC%A7%80,본문/시/노천명 - 성지 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,세계에 오직 3인,홍난파,2360,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EC%84%B8%EA%B3%84%EC%97%90_%EC%98%A4%EC%A7%81_3%EC%9D%B8,본문/수필/홍난파 - 세계에 오직 3인 (1938-01-01).txt
시계열,1938-01-01,발표 연도,수필,세계의 대표적 교향악단,홍난파,725,https://ko.wikisource.org/wiki/%EC%9D%8C%EC%95%85%EB%A7%8C%ED%95%84/%EC%84%B8%EA%B3%84%EC%9D%98_%EB%8C%80%ED%91%9C%EC%A0%81_%EA%B5%90%ED%96%A5%EC%95%85%EB%8B%A8,본문/수필/홍난파 - 세계의 대표적 교향악단 (1938-01-01).txt
